在	P
联合国	NR
维和	JJ
部队	NN
的	DEG
安全	NN
得	VV
不	AD
到	VV
保证	NN
的	DEC
情况	NN
下	LC
，	PU
我们	PN
不	AD
能	VV
接受	VV
解除	VV
对	P
波黑	NR
的	DEG
武器	NN
禁运	NN
”	PU
。	PU

今天	NT
我	PN
国	NN
天气	NN
舞台	NN
用	P
两	CD
个	M
大	NN
字	NN
就	AD
可以	VV
概括	VV
了	SP
，	PU

因为	P
他们	PN
还	AD
会	VV
不	AD
会	VV
采取	VV
变通	JJ
的	DEG
办法	NN
让	VV
小泉	NR
继续	VV
干	VV
下去	VV
，	PU

他们	PN
的	DEG
儿子	NN
代敬公	NR
经常	AD
发酒疯	VV
，	PU
日前	NT
竟	AD
拿起	VV
锯子	NN
追砍	VV
了	AS
母亲	NN
一	CD
刀	M
，	PU
父亲	NN
的	DEG
头	NN
也	AD
被	SB
打	VV
的	DER
晕头转向	VV
。	PU

后来	AD
莫斯科	NR
《	PU
红星报	NR
》	PU
发	VV
讣告	NN
，	PU
我们	PN
才	AD
知道	VV
，	PU
苏军	NN
前线	NN
指挥所	NN
被	LB
我	PN
炮弹	NN
击中	VV
，	PU
指挥官	NN
列昂诺夫	NR
上校	NN
阵亡	VV
。	PU

嗯	IJ
嗯	IJ
，	PU

北美洲	NR
因为	P
飓风	NN
所	MSP
引发	VV
的	DEC
暴风雨	NN
不断	VV
，	PU
一	CD
架	M
墨西哥	NR
航空	NN
ｄｃ９型	NN
客机	NN
台北	NR
时间	NN
今天	NT
清晨	NT
５点	NT
在	P
墨西哥	NR
的	DEG
北部	NN
降落	VV
之后	LC
，	PU
因为	P
豪雨	NN
造成	VV
的	DEC
跑道	NN
太过	AD
湿滑	VA
，	PU
能见度	NN
又	AD
太	AD
差	VA
，	PU
导致	VV
飞机	NN
整个	AD
冲出	VV
跑道	NN
。	PU

但是	AD
你	PN
说	VV
过	AS
刘易斯·鲍威尔	NR
是	VC
你	PN
的	DEG
来源	NN
之一	NN
，	PU
因为	P
他	PN
已经	AD
过世	VV
了	AS
．	PU

这	DT
位	M
俄罗斯	NR
领袖	NN
说	VV
：	PU
“	PU
俄罗斯	NR
在	P
维护	VV
１９７２年	NT
《	PU
反飞弹	JJ
条约	NN
》	PU
上	LC
遇到	VV
了	AS
一	CD
个	M
困难	VA
和	CC
复杂	VA
的	DEC
任务	NN
。	PU
”	PU

知情人	NN
透露	VV
，	PU
别墅	NN
已经	AD
分	VV
下去	VV
，	PU
房主	NN
多	AD
为	VC
副厅级	JJ
或	CC
厅级	JJ
干部	NN
。	PU

三	CD
、	PU
安全	NN
管理	NN
：	PU

但	AD
今天	NT
毛泽东	NR
生日	NN
，	PU
江青	NR
还是	AD
设法	AD
进	VV
了	AS
铁门	NN
。	PU

读	VV
博客	NN
、	PU
拥有	VV
房产	NN
的	DEC
俄罗斯人	NN
最终	AD
正	AD
要求	VV
一	CD
个	M
对	P
自身	PN
诉求	NN
做出	VV
回应	NN
的	DEC
体系	NN
。	PU

至于	P
越南	NR
出于	VV
国内	NN
民族主义	NN
，	PU
那	PN
完全	AD
是	VC
托辞	NN
，	PU
越南	NR
政党	NN
又	AD
不	AD
是	VC
选举	VV
出来	VV
的	DEC
，	PU
国内	NN
没有	VE
真正	JJ
的	DEG
压力	NN
。	PU

另外	AD
，	PU
政府	NN
应	VV
尽量	AD
少	AD
让	VV
医院	NN
垫付	VV
，	PU
可	VV
根据	P
上	DT
月	NN
总	JJ
的	DEG
医疗	NN
费用	NN
的	DEG
三分之一	CD
或	CC
一半	CD
，	PU
提前	AD
支付	VV
给	P
医院	NN
，	PU
以	MSP
减轻	VV
医院	NN
垫付	VV
的	DEC
压力	NN
。	PU

自	P
一九九二年	NT
首	OD
届	M
“	PU
乌洽会	NR
”	PU
举办	VV
以来	LC
，	PU
新疆	NR
经济	NN
稳步	AD
发展	VV
，	PU
对	P
外	NN
开放	NN
日益	AD
扩大	VV
，	PU
已	AD
同	P
五十多	CD
个	M
国家	NN
和	CC
地区	NN
建立	VV
了	AS
贸易	NN
和	CC
经济	NN
合作	NN
关系	NN
。	PU

那么	AD
他们	PN
就	AD
比较	AD
，	PU
有	VE
一	CD
个	M
比较	AD
好	JJ
的	DEG
那个	DT
记者	NN
队伍	NN
。	PU

罗哥金	NR
说	VV
：	PU
“	PU
应该	VV
给	VV
俄罗斯	NR
机会	NN
，	PU
而且	AD
不	AD
受	VV
外界	NN
干扰	NN
”	PU
。	PU

同	DT
一	CD
年	M
，	PU
教育部	NN
颁布	VV
了	AS
「	PU
戡乱	NN
建国	NN
教育	NN
实施	VV
纲要	NN
」	PU
，	PU
「	PU
光复	VV
大陆	NN
」	PU
和	CC
「	PU
巩固	VV
领导	NN
」	PU
成	VV
了	AS
教育	NN
重心	NN
。	PU

然而	AD
，	PU
产能	NN
过剩	VV
加上	VV
市场	NN
萧条	VA
，	PU
业界	NN
苦不堪言	VV
。	PU

辽宁省	NR
绥中县	NR
地毯厂	NN
产品	NN
畅销	VV
美国	NR
、	PU
日本	NR
、	PU
比利时	NR
等	ETC
国家	NN
和	CC
地区	NN
，	PU
供不应求	VV
。	PU

陈水扁	NR
表示	VV
今年	NT
以来	LC
，	PU
台湾	NR
和	CC
美国	NR
的	DEG
人民	NN
已	AD
经由	P
民主	NN
程序	NN
相继	AD
的	DEV
选出	VV
国家	NN
新	JJ
领导人	NN
，	PU
双方	PN
的	DEG
关系	NN
未来	NT
应当	VV
可能	VV
在	P
民主	NN
的	DEG
基础	NN
之上	LC
更加	AD
获得	VV
稳固	NN
，	PU
他	PN
也	AD
深信	VV
在	P
小	JJ
布什	NR
总统	NN
当选人	NN
领导	VV
之下	LC
的	DEG
美国	NR
新	JJ
政府	NN
，	PU
将	AD
会	VV
在	P
“	PU
台湾	NR
关系法	NN
”	PU
和	CC
“	PU
六	CD
项	M
保证	NN
”	PU
的	DEG
基础	NN
之上	LC
持续	AD
加强	VV
和	P
台湾	NR
的	DEG
实质	JJ
关系	NN
，	PU
台湾	NR
也	AD
期盼	VV
能够	VV
强化	VV
双边	JJ
的	DEG
交住	NN
，	PU
以便	AD
展开	VV
彼此	PN
关系	NN
的	DEG
新	JJ
页	NN
。	PU

再	AD
说	VV
具体	VA
一些	AD
，	PU
民间	NN
理解	VV
的	DEC
雷锋	NR
精神	NN
，	PU
不过	AD
“	PU
普世	JJ
价值	NN
”	PU
，	PU
如	P
乐善好施	NN
、	PU
助人为乐	NN
、	PU
扶危救困	NN
等	ETC
“	PU
人间	NN
正道	NN
”	PU
——	PU

而	AD
总理	NN
巴拉克	NR
也	AD
另外	AD
表示	VV
同意	VV
提前	AD
选举	VV
，	PU
这	PN
对	P
巴拉克	NR
以及	CC
中东	NR
和平	NN
都	AD
是	VC
一	CD
步	M
险棋	NN
。	PU

中国	NR
科学家	NN
徒步	AD
穿越	VV
雅鲁藏布	NR
大	JJ
峡谷	NN
，	PU
取得	VV
了	AS
一	CD
批	M
科学	NN
考察	NN
重要	JJ
成果	NN
。	PU

准备	NN
工作	NN
正在	AD
紧锣密鼓	VV
地	DEV
进行	VV
。	PU

你	PN
总得	AD
告诉	VV
我们	PN
到	VV
哪个	DT
层次	NN
。	PU

技术	NN
已经	AD
成功	VA
，	PU
只是	AD
老美	NN
对	P
生产	VV
衣着用	JJ
纺织品	NN
没	VE
什么	DT
大	JJ
兴趣	NN
，	PU
并	AD
未	AD
进一步	AD
商品化	VV
。	PU

彰化	NR
丰晖	NR
钢铁	NN
公司	NN
董事长	NN
黄世耀	NR
则	AD
是	VC
台湾	NR
科大	NR
管理所	NN
学生	NN
，	PU
他	PN
说	VV
，	PU
老板	NN
来	VV
念书	VV
，	PU
有	VE
三	CD
个	M
好处	NN
，	PU
第一	OD
，	PU
企业	NN
形象	NN
好	VA
，	PU
由于	P
公司	NN
经常	AD
需	VV
向	P
银行	NN
信用	NN
贷款	VV
，	PU
而	AD
他	PN
这	DT
位	M
「	PU
念书	VV
的	DEC
老板	NN
会	VV
是	VC
坏	JJ
人	NN
吗	SP
？	PU
」	PU
从来	AD
都	AD
是	VC
轻松	AD
过关	VV
。	PU

我	PN
不	AD
是	VC
专业	JJ
摄影者	NN
，	PU
不过	AD
此	DT
生	NN
前前后后	AD
大概	AD
也	AD
拍	VV
过	AS
了	AS
约	AD
三百	CD
卷	M
胶卷	NN
，	PU
而且	CC
我	PN
还	AD
真	AD
算	VV
得	DER
上	VV
是	VC
情有独钟	VV
者	NN
，	PU

南斯拉夫	NR
新	JJ
总统	NN
科什图尼察	NR
访问	VV
波黑	NR
首都	NN
萨拉热窝	NR
，	PU
这	PN
是	VC
波斯尼亚	NR
战争	NN
以来	LC
南斯拉夫	NR
国家	NN
元首	NN
第一	OD
次	M
做	VV
对	P
波黑	NR
进行	VV
这样	PN
的	DEG
访问	NN
。	PU

你	PN
看	VV
我们	PN
通过	P
这个	DT
画面	NN
看到	VV
啊	SP
，	PU
这个	PN
，	PU

中国	NR
辽宁省	NR
法院	NN
星期三	NT
以	P
颠覆罪	NN
判处	VV
民主	NN
活动	NN
人士	NN
王哲晨	NR
６	CD
年	M
徒刑	NN
，	PU
王文江	NR
４	CD
年	M
徒刑	NN
。	PU

那	AD
我	PN
去	VV
查	VV
他	PN
会	VV
那个	PN
住在	VV
那个	DT
丽江	NR
的	DEG
哪个	DT
酒店	NN
。	PU

就	AD
是	VC
因为	P
这个	DT
事儿	NN
呢	SP
朝鲜	NR
当时	NT
就	AD
杯葛	VV
六	CD
方	NN
会谈	NN
一	CD
年	M
的	DEG
时间	NN
。	PU

“	PU
国外	NN
认为	VV
短期	JJ
和	CC
临震	JJ
预报	NN
在	P
理论	NN
上	LC
是	VC
不	AD
可能	VV
的	SP
，	PU
美国	NR
、	PU
欧洲	NR
、	PU
日本	NR
，	PU
凡是	AD
申请	VV
地震	NN
研究	NN
的	DEC
，	PU
不	AD
提	VV
预报	NN
，	PU
都	AD
是	VC
几百万	CD
美元	M
的	DEG
课题	NN
经费	NN
，	PU
一	AD
提	VV
预报	NN
两	CD
个	M
字	NN
，	PU
一	CD
分	M
钱	NN
不	AD
给	VV
。	PU
”	PU

这	PN
该	VV
不	AD
是	VC
个案	NN
而	CC
是	VC
普遍	JJ
反映	NN
，	PU
值得	VV
深思	NN
与	CC
解决	NN
的	DEC
话题	NN
。	PU

打到	VV
家	NN
门囗	NN
了	SP
.	PU
我们	PN
的	DEG
官员	NN
还	AD
在	AD
.	PU
和谐	VA
.	PU

当前	NT
少数	CD
的	DEG
“	PU
法轮功	NR
”	PU
分子	NN
在	P
社会	NN
上	LC
大势	AD
散发	VV
“	PU
法轮功	NR
”	PU
的	DEG
宣传品	NN
，	PU
这些	DT
宣传品	NN
全部	AD
是	VC
未	AD
经	P
批准	NN
，	PU
擅自	AD
出版	VV
、	PU
印刷	VV
、	PU
复制	VV
和	CC
发行	VV
的	DEC
，	PU
属于	VV
非法	JJ
出版物	NN
，	PU
而且	AD
它	PN
的	DEG
内容	NN
都	AD
是	VC
宣传	VV
愚昧	NN
、	PU
迷信	NN
和	CC
伪科学	NN
，	PU
所以	AD
应该	VV
一律	AD
予以	VV
收缴	NN
。	PU

美国	NR
一	CD
个	M
政府	NN
雇员	NN
一	CD
年	M
拿	VV
五万	CD
美元	M
，	PU
一	CD
个	M
服务员	NN
这样	JJ
的	DEG
劳动	NN
人民	NN
也	AD
能	VV
拿	VV
三万	CD
美元	M
，	PU
出租车	NN
司机	NN
甚至	AD
赚	VV
得	DER
更	AD
多	VA
，	PU
而	AD
中国	NR
一	CD
个	M
政府	NN
雇员	NN
拿	VV
五万	CD
人民币	NN
，	PU
一	CD
个	M
服务员	NN
只	AD
能	VV
拿	VV
大约	AD
一万	CD
人民币	NN
。	PU

我	PN
国	NN
决定	VV
进一步	AD
开放	VV
非	VC
油	NN
、	PU
气	NN
矿产	NN
资源	NN
的	DEG
探矿权	NN
、	PU
采矿权	NN
市场	NN
，	PU
鼓励	VV
外商	NN
投资	VV
勘察	VV
开采	VV
非	VC
油	NN
、	PU
气	NN
矿产	NN
资源	NN
。	PU

｛	PU
ｂｒｅａｔｈ	NN
｝	PU
悉尼乌拉	NR
已	AD
表明	VV
不	AD
会	VV
辞职	VV
，	PU
并	AD
警告	VV
示威者	NN
袭击	VV
内阁	NN
总部	NN
会	VV
引发	VV
宗教	NN
派系	NN
战斗	NN
。	PU

新华	NR
通讯社	NN
主办	VV
的	DEC
《	PU
经济	NN
参考报	NN
》	PU
１２月	NT
２９日	NT
刊登	VV
姜岩	NR
撰写	VV
的	DEC
一	CD
篇	M
题	NN
为	VC
“	PU
知识	NN
经济	NN
发展	NN
战略	NN
”	PU
的	DEC
文章	NN
，	PU
全	DT
文	NN
转发	VV
如下	VV
：	PU

文	NN
．	PU
陈妙铃	NR
／	PU
图	NN
．	PU
薛继光	NR

在	P
临考	VV
前	LC
正	AD
抓紧	VV
时间	NN
看书	VV
的	DEC
陆艳	NR
是	VC
大学	NN
毕业	VV
工作	VV
７	CD
年	M
以后	LC
又	AD
决定	VV
报考	VV
研究生	NN
的	SP
。	PU

若	CS
中国	NR
不	AD
乱	VA
，	PU
美国	NR
又	AD
会	VV
在	P
人民币	NN
狂	AD
贬	VV
时	LC
再次	AD
杀入	VV
中国	NR
市场	NN
，	PU
以	P
1	CD
：	PU
100	CD
的	DEG
汇率	NN
再	AD
持有	VV
大量	CD
的	DEG
人民币	NN
。	PU

致	VV
你们	PN
所有	DT
从未	AD
经历	VV
过	AS
战争	NN
的	DEC
人	NN
．	PU
．．．．．	PU

但	AD
国企	NN
复兴	VV
之后	LC
面临	VV
一	CD
个	M
很	AD
大	VA
的	DEC
挑战	NN
，	PU
就	AD
是	VC
如何	AD
降低	VV
国有	JJ
企业	NN
对	P
社会	NN
经济	NN
发展	NN
带来	VV
的	DEC
负面	JJ
效应	NN
。	PU

「	PU
人力	NN
银行	NN
的	DEG
趣味性	NN
在于	VV
，	PU
网路	NN
还	AD
没有	VV
形成	VV
既定	JJ
的	DEG
游戏	NN
规则	NN
，	PU
变化	NN
大	VA
、	PU
弹性	NN
高	VA
，	PU
没有	VE
人	NN
敢	VV
预估	VV
市场	NN
会	VV
变化	VV
到	VV
什么	DT
程度	NN
，	PU
」	PU
1111	NN
人力	NN
银行	NN
公关	NN
经理	NN
缪磷	NR
说	VV
，	PU
资深	JJ
品牌	NN
的	DEG
优势	NN
是	VC
已	AD
建立	VV
使用者	NN
习惯	NN
，	PU
但	AD
缺点	NN
是	VC
资料	NN
太	AD
多	VA
，	PU
没有	VE
特色	NN
。	PU

ＥＭＰＴＹ	VA

泰国	NR
、	PU
巴基斯坦	NR
、	PU
尼泊尔	NR
等	ETC
国家	NN
领导人	NN
都	AD
表示	VV
相信	VV
美国	NR
将	AD
继续	VV
为	P
维护	VV
亚洲	NR
的	DEG
安全	NN
与	CC
稳定	NN
发挥	VV
作用	NN
。	PU

伍契奇	NR
出逃	VV
时	LC
有	VE
１８	CD
个	M
人	NN
随行	VV
。	PU

民进党	NR
陈水扁	NR
执政	VV
时期	NN
，	PU
推行	VV
所谓	JJ
“	PU
去	VV
中国化	NN
”	PU
、	PU
“	PU
正名	VV
制宪	VV
”	PU
、	PU
“	PU
废统	VV
”	PU
以及	CC
篡改	VV
教科书	NN
等	ETC
运动	NN
。	PU

以上	AD
报道	VV
的	DEC
是	VC
一	CD
组	M
中国	NR
简讯	NN
。	PU

美国	NR
的	DEG
核武器	NN
有	VE
重大	JJ
疑点	NN
。	PU

所以	AD
我	PN
将	AD
在	P
那里	PN
度过	VV
不少	CD
时间	NN
．	PU

我们	PN
的	DEG
政府	NN
官员	NN
不得不	AD
在	P
没有	VE
任何	DT
可量化	JJ
标准	NN
的	DEC
情况	NN
下	LC
作	VV
决定	NN
，	PU

美国	NR
随即	AD
宣布	VV
出兵	VV
干涉	VV
，	PU
并	AD
派	VV
海军	NN
舰队	NN
侵入	VV
中国	NR
的	DEG
台湾	NR
海峡	NN
，	PU
刚刚	AD
成立	VV
不到	AD
一	CD
年	M
的	DEC
新	JJ
中国	NR
出于	P
国际主义	NN
原则	NN
和	CC
保家为国	VV
的	DEC
考虑	NN
，	PU
毅然	AD
派出	VV
了	AS
志愿军	NN
入	VV
朝	NN
参战	VV
。	PU

好	VA
，	PU
在	P
这儿	PN
呢	SP
，	PU
我们	PN
之前	AD
前	DT
几	CD
集	M
看	VV
过	AS
这个	DT
我们	PN
的	DEG
汤	NR
局长	NN
，	PU

嫌犯	NN
待	VV
在	P
拘留室	NN
里	LC
居然	AD
被	SB
活活	AD
烧	VV
死	VV
，	PU
这样	AD
离奇	VV
的	DEC
火警	NN
，	PU
让	VV
罗东	NR
分局	NN
的	DEG
除夕夜	NN
显得	VV
格外	AD
不	AD
平静	VA
。	PU

当地	NN
质量	NN
技术	NN
监督局	NN
的	DEG
一	CD
位	M
负责人	NN
到达	VV
现场	NN
以后	LC
，	PU
不	AD
是	VC
积极	AD
投入	VV
行动	NN
，	PU
而	CC
是	VC
先	AD
质问	VV
国家	NN
药监局	NN
官员	NN
：	PU
“	PU
你们	PN
拿到	VV
证据	NN
没有	AD
？	PU
”	PU

体育场	NN
总体	NN
工程	NN
分	VV
三	CD
期	M
，	PU
第一	OD
期	M
为	VC
基础	JJ
部分	NN
，	PU
第二	OD
期	M
为	VC
结构	NN
部分	NN
，	PU
第三	OD
期	M
为	VC
装修	NN
部分	NN
。	PU

最高	JJ
法院	NN
的	DEG
裁决	NN
迫使	VV
美国	NR
政府	NN
的	DEG
网路	NN
管理	NN
政策	NN
改弦易辙	VV
，	PU
改而	AD
强调	VV
内容	NN
分级	NN
与	CC
科技	NN
过滤	NN
技术	NN
的	DEG
重要性	NN
。	PU

扭转	VV
国内	NN
的	DEG
这个	DT
妥协	VV
投降	VV
的	DEC
这个	DT
危机	NN
。	PU

各	DT
种	M
迹象	NN
显示	VV
，	PU
教育部	NN
推动	VV
的	DEC
「	PU
回流	NN
教育	NN
」	PU
，	PU
已经	AD
成为	VV
大学	NN
最	AD
热门	VA
的	DEC
投资	NN
事业	NN
。	PU

热热闹闹	VA
的	DEC
大鼓	NN
和	CC
车团	NN
，	PU
今天	NT
亲民党	NR
的	DEG
党部	NN
上午	NT
在	P
苗丽	NR
成立	VV
，	PU
总统	NN
大选	NN
时	LC
在	P
苗丽	NR
拿下	VV
５成	CD
１６万	CD
票	NN
的	DEC
宋楚瑜	NR
，	PU
也	AD
准时	AD
到场	VV
主持	VV
挂牌	NN
仪式	NN
。	PU

嗯	IJ
。	PU

中	NR
俄	NR
就	AD
像	VV
一	CD
对	M
各自	PN
成家立业	VV
恩恩怨怨	NN
的	DEG
结拜	JJ
兄弟	NN
，	PU
想	VV
独挡	VV
门户	NN
是	VC
不	AD
行	VV
的	SP
，	PU
是	VC
“	PU
上	VV
山	NN
打	VV
虎	NN
”	PU
背	NN
靠	VV
背	NN
的	DEC
兄弟	NN
。	PU

大	JJ
手笔	NN
，	PU
大	JJ
气魄	NN
，	PU
大	JJ
政绩	NN
。。。。	PU

利益	NN
之	DEG
争	NN
，	PU
换到	VV
现在	NT
，	PU
恐怖	AD
当事人	NN
都	AD
不	AD
会	VV
想	VV
再	AD
提	VV
，	PU
你	PN
去	VV
看看	VV
他	PN
最近	NT
的	DEG
说法	NN
。	PU

p.	NN
120	CD

各位	DT
听众	NN
您	PN
现在	NT
收听	VV
的	DEC
是	VC
美国	NR
之	DEG
音	NN
的	DEG
中国	NR
新闻	NN
和	CC
世界	NN
报道	NN
。	PU

1972年	NT
5月	NT
，	PU
中央	NN
专案组	NN
邀请	VV
有关	JJ
方面	NN
专家	NN
，	PU
对	P
飞机	NN
坠毁	VV
原因	NN
作	VV
了	AS
系统	JJ
分析	NN
研究	NN
，	PU
得出	VV
了	AS
如下	JJ
结论	NN
：	PU
飞机	NN
是	VC
有	VE
操纵	NN
地	DEV
进行	VV
野外	NN
降落	NN
没有	VV
成功	VA
而	MSP
破碎	VV
烧毁	VV
。	PU

楼主	NN
头脑	NN
太	AD
简单	VA
，	PU
在	P
那么	AD
混乱	VA
的	DEC
情形	NN
之下	LC
，	PU
那	DT
帮	M
记者	NN
也	AD
不	AD
知	VV
要	VV
何去何从	VV
，	PU
也	AD
不	AD
知道	VV
子弹	NN
会	VV
从	P
哪	DT
个	M
方向	NN
飞来	VV
，	PU
只	AD
能	VV
傻	AD
呆	VV
着	AS
咯	SP
！	PU

卖	VV
国	NN
祸	VV
民	NN
也	AD
不	AD
是	VC
社会主义	NN
,	PU
借	P
改革	NN
谋私	VV
更	AD
不	AD
是	VC
社会主义	NN

实际上	AD
相关	JJ
的	DEG
，	PU
就	AD
说	VV
国家	NN
应该	VV
在	P
这个	DT
层面	NN
上	LC
相关	JJ
的	DEG
制度	NN
已经	AD
不	AD
少	VA
了	SP
，	PU

对	VA
，	PU
而且	AD
刚才	AD
采访	VV
的	DEC
这个	M
我们	PN
一	CD
个	M
，	PU
啊	SP
，	PU
一	CD
个	M
观众	NN
刚才	AD
也	AD
曾经	AD
说	VV
，	PU
一	CD
个	M
市民	NN
他	PN
也	AD
说	VV
了	AS
，	PU
说	VV
我	PN
今天	NT
我	PN
就	AD
提前	AD
出来	VV
了	SP
，	PU
我	PN
知道	VV
以后	LC
，	PU
我	PN
就	AD
不	AD
开车	VV
了	SP
。	PU

迟来	VV
的	DEC
德	NR
先生	NN

新华社	NR
北京	NR
九月	NT
一日	NT
电	NN
（	PU
记者	NN
秦春	NR
）	PU

谭盾	NR
曾经	AD
被	LB
《	PU
纽约	NR
时报	NN
》	PU
评定	VV
为	VC
年度	NN
国际	NN
乐坛	NN
最	AD
重要	VA
的	DEC
十	CD
位	M
音乐家	NN
之一	NN
，	PU
过去	NT
也	AD
一直	AD
活跃	VV
在	P
古典	JJ
乐坛	NN
上	LC
，	PU
不过	AD
在	P
现在	NT
世纪	NN
末	LC
的	DEG
今天	NT
，	PU
以	P
李安	NR
的	DEG
电影	NN
《	PU
卧虎藏龙	VV
》	PU
的	DEG
配乐	NN
再度	AD
捧	VV
热	VA
了	AS
他	PN
的	DEG
知名度	NN
，	PU
也	AD
让	VV
他	PN
的	DEG
音乐	NN
打进	VV
了	AS
主流	JJ
的	DEG
流行	JJ
乐坛	NN
。	PU

滑雪场	NN
负责人	NN
李东屏	NR
告诉	VV
记者	NN
，	PU
以	P
“	PU
热情	NN
、	PU
周到	NN
、	PU
圆满	NN
”	PU
为	VV
目标	NN
的	DEC
接待	NN
服务	NN
工作	NN
已经	AD
进入	VV
临战	JJ
状态	NN
。	PU

这时	AD
，	PU
他	PN
右	JJ
手	NN
拿	VV
着	AS
木棒	NN
在	P
外	NN
拍打	VV
，	PU
左	JJ
手	NN
则	AD
拿	VV
着	AS
形如	VV
香菇头	NN
的	DEC
陶制	NN
握把	NN
，	PU
在	P
罐	NN
内	LC
承接	VV
着	AS
打击	NN
的	DEG
力道	NN
，	PU
以免	AD
罐身	NN
塌陷	VV
。	PU

在	P
五四	NT
人物	NN
庇荫	NN
下	LC
成长	VV
的	DEC
台大	NR
中文	NN
系	NN
教授	NN
